row id,order id,Order Date,ship date,ship mode,customer id,customer name,segment,postal code,city,state,country,region_x,market,product id,product name,sub-category,category,Sales,quantity,discount,profit,shipping cost,order priority,returned,region_y,person,region
32596,CA-2015-AA10315140-42281,2015-10-04,2015-10-07,First Class,AA-103151404,Alex Avila,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-ST-6266,"Tenex Personal Project File with Scoop Front Design, Black",Storage,Office Supplies,26.96,2,0.0,7.0096,5.23,Critical,No,,Derrick Snyders,Western US
33527,CA-2014-AA10315140-41728,2014-03-30,2014-04-04,Standard Class,AA-103151404,Alex Avila,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-AP-4242,Fellowes Advanced Computer Series Surge Protectors,Appliances,Office Supplies,52.98,2,0.0,14.8344,3.17,Medium,No,,Derrick Snyders,Western US
31635,CA-2014-AC10420140-41831,2014-07-11,2014-07-16,Standard Class,AC-104201404,Alyssa Crouse,Corporate,94122,San Francisco,California,United States,Western US,USCA,FUR-TA-4622,Hon 5100 Series Wood Tables,Tables,Furniture,698.352,3,0.2,-17.4588,90.81,High,No,,Derrick Snyders,Western US
31634,CA-2014-AC10420140-41831,2014-07-11,2014-07-16,Standard Class,AC-104201404,Alyssa Crouse,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-6321,Tuff Stuff Recycled Round Ring Binders,Binders,Office Supplies,7.712,2,0.2,2.7956,2.02,High,No,,Derrick Snyders,Western US
36992,CA-2016-AH10465140-42496,2016-05-06,2016-05-08,Second Class,AH-104651404,Amy Hunt,Consumer,94109,San Francisco,California,United States,Western US,USCA,FUR-TA-4624,Hon 61000 Series Interactive Training Tables,Tables,Furniture,71.088,2,0.2,-1.7772,3.92,High,Yes,Western US,Derrick Snyders,Western US
36653,CA-2016-AR10540140-42643,2016-09-30,2016-10-04,Standard Class,AR-105401404,Andy Reiter,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-BI-3319,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders,Office Supplies,27.24,5,0.2,9.534,1.87,Medium,Yes,Western US,Derrick Snyders,Western US
40204,CA-2016-AY10555140-42723,2016-12-19,2016-12-21,First Class,AY-105551404,Andy Yotov,Corporate,94110,San Francisco,California,United States,Western US,USCA,TEC-PH-4800,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Phones,Technology,66.976,7,0.2,6.6976,9.66,Medium,No,,Derrick Snyders,Western US
35752,US-2015-AS10630140-42250,2015-09-03,2015-09-08,Standard Class,AS-106301404,Ann Steele,Home Office,94110,San Francisco,California,United States,Western US,USCA,FUR-CH-5428,Office Star - Ergonomically Designed Knee Chair,Chairs,Furniture,129.568,2,0.2,-12.9568,3.99,Medium,No,,Derrick Snyders,Western US
35753,US-2015-AS10630140-42250,2015-09-03,2015-09-08,Standard Class,AS-106301404,Ann Steele,Home Office,94110,San Francisco,California,United States,Western US,USCA,OFF-BI-3269,"Avery Durable Slant Ring Binders, No Labels",Binders,Office Supplies,6.368,2,0.2,2.1492,1.71,Medium,No,,Derrick Snyders,Western US
35750,CA-2016-AA10645140-42556,2016-07-05,2016-07-07,First Class,AA-106451404,Anna Andreadi,Consumer,94109,San Francisco,California,United States,Western US,USCA,FUR-BO-3177,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bookcases,Furniture,1279.165,5,0.15,225.735,137.45,High,No,,Derrick Snyders,Western US
35751,CA-2016-AA10645140-42556,2016-07-05,2016-07-07,First Class,AA-106451404,Anna Andreadi,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-ST-4093,Eldon Shelf Savers Cubes and Bins,Storage,Office Supplies,27.92,4,0.0,0.5584,5.79,High,No,,Derrick Snyders,Western US
35749,CA-2016-AA10645140-42556,2016-07-05,2016-07-07,First Class,AA-106451404,Anna Andreadi,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-EN-4886,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Envelopes,Office Supplies,43.96,2,0.0,20.6612,5.16,High,No,,Derrick Snyders,Western US
35748,CA-2016-AA10645140-42556,2016-07-05,2016-07-07,First Class,AA-106451404,Anna Andreadi,Consumer,94109,San Francisco,California,United States,Western US,USCA,FUR-FU-5171,"Master Caster Door Stop, Brown",Furnishings,Furniture,25.4,5,0.0,8.636,4.59,High,No,,Derrick Snyders,Western US
37445,CA-2016-AC10660140-42549,2016-06-28,2016-06-30,Second Class,AC-106601404,Anna Chung,Consumer,94109,San Francisco,California,United States,Western US,USCA,TEC-PH-5518,Ooma Telo VoIP Home Phone System,Phones,Technology,201.584,2,0.2,12.599,33.25,High,No,,Derrick Snyders,Western US
39678,CA-2016-AC10660140-42447,2016-03-18,2016-03-20,Second Class,AC-106601404,Anna Chung,Consumer,94109,San Francisco,California,United States,Western US,USCA,TEC-PH-4802,i.Sound Portable Power - 8000 mAh,Phones,Technology,84.784,2,0.2,-20.1362,19.42,High,No,,Derrick Snyders,Western US
39464,CA-2016-AH10690140-42583,2016-08-01,2016-08-06,Standard Class,AH-106901404,Anna Häberlin,Corporate,94122,San Francisco,California,United States,Western US,USCA,FUR-TA-5045,Laminate Occasional Tables,Tables,Furniture,863.128,7,0.2,-32.3673,69.23,Medium,No,,Derrick Snyders,Western US
35336,CA-2014-AJ10795140-42001,2014-12-28,2015-01-01,Standard Class,AJ-107951404,Anthony Johnson,Corporate,94110,San Francisco,California,United States,Western US,USCA,TEC-MA-3985,DYMO CardScan Personal V9 Business Card Scanner,Machines,Technology,767.952,6,0.2,287.982,95.36,High,No,,Derrick Snyders,Western US
35338,CA-2014-AJ10795140-42001,2014-12-28,2015-01-01,Standard Class,AJ-107951404,Anthony Johnson,Corporate,94110,San Francisco,California,United States,Western US,USCA,TEC-PH-5244,Mophie Juice Pack Helium for iPhone,Phones,Technology,191.976,3,0.2,19.1976,25.37,High,No,,Derrick Snyders,Western US
35340,CA-2014-AJ10795140-42001,2014-12-28,2015-01-01,Standard Class,AJ-107951404,Anthony Johnson,Corporate,94110,San Francisco,California,United States,Western US,USCA,FUR-FU-4225,"Executive Impressions 10"" Spectator Wall Clock",Furnishings,Furniture,70.56,6,0.0,23.9904,8.84,High,No,,Derrick Snyders,Western US
35335,CA-2014-AJ10795140-42001,2014-12-28,2015-01-01,Standard Class,AJ-107951404,Anthony Johnson,Corporate,94110,San Francisco,California,United States,Western US,USCA,OFF-PA-6539,Xerox 1981,Paper,Office Supplies,21.12,4,0.0,9.504,2.5,High,No,,Derrick Snyders,Western US
35334,CA-2014-AJ10795140-42001,2014-12-28,2015-01-01,Standard Class,AJ-107951404,Anthony Johnson,Corporate,94110,San Francisco,California,United States,Western US,USCA,FUR-FU-6101,Stacking Trays by OIC,Furnishings,Furniture,24.9,5,0.0,8.217,2.06,High,No,,Derrick Snyders,Western US
35337,CA-2014-AJ10795140-42001,2014-12-28,2015-01-01,Standard Class,AJ-107951404,Anthony Johnson,Corporate,94110,San Francisco,California,United States,Western US,USCA,OFF-BI-3278,Avery Hanging File Binders,Binders,Office Supplies,14.352,3,0.2,4.6644,1.97,High,No,,Derrick Snyders,Western US
35339,CA-2014-AJ10795140-42001,2014-12-28,2015-01-01,Standard Class,AJ-107951404,Anthony Johnson,Corporate,94110,San Francisco,California,United States,Western US,USCA,OFF-LA-3195,Avery 477,Labels,Office Supplies,274.77,9,0.0,126.3942,1.2,High,No,,Derrick Snyders,Western US
39748,CA-2014-AI10855140-41756,2014-04-27,2014-04-29,First Class,AI-108551404,Arianne Irving,Consumer,94122,San Francisco,California,United States,Western US,USCA,TEC-PH-5817,Samsung Galaxy Mega 6.3,Phones,Technology,1679.96,5,0.2,125.997,175.16,High,No,,Derrick Snyders,Western US
36905,CA-2015-AF10870140-42344,2015-12-06,2015-12-11,Standard Class,AF-108701404,Art Ferguson,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-AP-3838,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Appliances,Office Supplies,7.78,2,0.0,2.0228,1.67,Medium,No,,Derrick Snyders,Western US
36287,CA-2017-AW10930140-42979,2017-09-01,2017-09-05,Standard Class,AW-109301404,Arthur Wiediger,Home Office,94110,San Francisco,California,United States,Western US,USCA,TEC-PH-2879,Aastra 6757i CT Wireless VoIP phone,Phones,Technology,689.408,4,0.2,77.5584,26.61,Medium,No,,Derrick Snyders,Western US
36286,CA-2017-AW10930140-42979,2017-09-01,2017-09-05,Standard Class,AW-109301404,Arthur Wiediger,Home Office,94110,San Francisco,California,United States,Western US,USCA,OFF-BI-2935,Acco Suede Grain Vinyl Round Ring Binder,Binders,Office Supplies,6.672,3,0.2,2.1684,1.56,Medium,No,,Derrick Snyders,Western US
40626,CA-2015-AJ10945140-42336,2015-11-28,2015-11-30,First Class,AJ-109451404,Ashley Jarboe,Consumer,94110,San Francisco,California,United States,Western US,USCA,OFF-AP-4611,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Appliances,Office Supplies,45.28,4,0.0,15.3952,1.16,Medium,No,,Derrick Snyders,Western US
35683,CA-2016-BP11095140-42671,2016-10-28,2016-11-03,Standard Class,BP-110951404,Bart Pistole,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-FA-6129,Staples,Fasteners,Office Supplies,43.92,4,0.0,11.8584,3.53,Medium,No,,Derrick Snyders,Western US
35684,CA-2016-BP11095140-42671,2016-10-28,2016-11-03,Standard Class,BP-110951404,Bart Pistole,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-2904,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Binders,Office Supplies,25.032,3,0.2,7.8225,1.48,Medium,No,,Derrick Snyders,Western US
34921,CA-2017-BC11125140-42875,2017-05-20,2017-05-22,Second Class,BC-111251404,Becky Castell,Home Office,94109,San Francisco,California,United States,Western US,USCA,FUR-CH-6016,"Situations Contoured Folding Chairs, 4/Set",Chairs,Furniture,681.408,12,0.2,42.588,73.41,Medium,No,,Derrick Snyders,Western US
39605,CA-2016-BC11125140-42577,2016-07-26,2016-07-26,Same Day,BC-111251404,Becky Castell,Home Office,94122,San Francisco,California,United States,Western US,USCA,OFF-AR-5303,Newell 325,Art,Office Supplies,37.17,9,0.0,11.151,12.15,Critical,No,,Derrick Snyders,Western US
34924,CA-2017-BC11125140-42875,2017-05-20,2017-05-22,Second Class,BC-111251404,Becky Castell,Home Office,94109,San Francisco,California,United States,Western US,USCA,TEC-AC-5858,SanDisk Cruzer 64 GB USB Flash Drive,Accessories,Technology,36.32,1,0.0,10.896,3.02,Medium,No,,Derrick Snyders,Western US
34923,CA-2017-BC11125140-42875,2017-05-20,2017-05-22,Second Class,BC-111251404,Becky Castell,Home Office,94109,San Francisco,California,United States,Western US,USCA,OFF-AR-5291,Newell 314,Art,Office Supplies,5.58,1,0.0,1.395,1.41,Medium,No,,Derrick Snyders,Western US
34922,CA-2017-BC11125140-42875,2017-05-20,2017-05-22,Second Class,BC-111251404,Becky Castell,Home Office,94109,San Francisco,California,United States,Western US,USCA,OFF-AR-5287,Newell 310,Art,Office Supplies,3.52,2,0.0,1.0208,1.19,Medium,No,,Derrick Snyders,Western US
37035,CA-2017-BP11155140-42736,2017-01-01,2017-01-07,Standard Class,BP-111551404,Becky Pak,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-BI-4356,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders,Office Supplies,38.376,3,0.2,13.4316,5.89,Low,No,,Derrick Snyders,Western US
35476,US-2017-BF11170140-42801,2017-03-07,2017-03-11,Standard Class,BF-111701404,Ben Ferrer,Home Office,94109,San Francisco,California,United States,Western US,USCA,OFF-BI-4012,Economy Binders,Binders,Office Supplies,14.976,9,0.2,5.4288,1.67,High,No,,Derrick Snyders,Western US
39540,CA-2014-BW11200140-41862,2014-08-11,2014-08-15,Standard Class,BW-112001404,Ben Wallace,Consumer,94122,San Francisco,California,United States,Western US,USCA,TEC-PH-3509,BlackBerry Q10,Phones,Technology,806.336,8,0.2,50.396,94.31,High,No,,Derrick Snyders,Western US
39541,CA-2014-BW11200140-41862,2014-08-11,2014-08-15,Standard Class,BW-112001404,Ben Wallace,Consumer,94122,San Francisco,California,United States,Western US,USCA,FUR-FU-5984,"Seth Thomas 14"" Day/Date Wall Clock",Furnishings,Furniture,85.44,3,0.0,31.6128,12.88,High,No,,Derrick Snyders,Western US
38582,CA-2017-BK11260140-43023,2017-10-15,2017-10-20,Standard Class,BK-112601404,Berenike Kampe,Consumer,94110,San Francisco,California,United States,Western US,USCA,TEC-AC-6340,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Accessories,Technology,46.36,4,0.0,15.2988,2.85,High,No,,Derrick Snyders,Western US
34180,CA-2016-BK11260140-42686,2016-11-12,2016-11-17,Second Class,BK-112601404,Berenike Kampe,Consumer,94110,San Francisco,California,United States,Western US,USCA,FUR-FU-4092,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furnishings,Furniture,6.96,4,0.0,2.2272,1.23,High,No,,Derrick Snyders,Western US
31848,CA-2016-BD11320140-42476,2016-04-16,2016-04-18,Second Class,BD-113201404,Bill Donatelli,Consumer,94110,San Francisco,California,United States,Western US,USCA,FUR-CH-4623,HON 5400 Series Task Chairs for Big and Tall,Chairs,Furniture,1121.568,2,0.2,0.0,128.48,Medium,No,,Derrick Snyders,Western US
33706,CA-2017-BE11335140-42818,2017-03-24,2017-03-26,First Class,BE-113351404,Bill Eplett,Home Office,94122,San Francisco,California,United States,Western US,USCA,FUR-FU-3919,DAX Natural Wood-Tone Poster Frame,Furnishings,Furniture,211.84,8,0.0,76.2624,19.61,High,No,,Derrick Snyders,Western US
35932,CA-2017-BS11380140-42807,2017-03-13,2017-03-18,Standard Class,BS-113801404,Bill Stewart,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-ST-3745,Carina Double Wide Media Storage Towers in Natural & Black,Storage,Office Supplies,242.94,3,0.0,9.7176,39.81,High,No,,Derrick Snyders,Western US
33795,CA-2016-BT11395140-42510,2016-05-20,2016-05-25,Standard Class,BT-113951404,Bill Tyler,Corporate,94109,San Francisco,California,United States,Western US,USCA,OFF-BI-4351,GBC Personal VeloBind Strips,Binders,Office Supplies,9.584,1,0.2,3.3544,1.56,Medium,No,,Derrick Snyders,Western US
36376,US-2017-BD11500140-43065,2017-11-26,2017-11-30,Standard Class,BD-115001404,Bradley Drucker,Consumer,94122,San Francisco,California,United States,Western US,USCA,FUR-BO-5964,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,Furniture,359.499,3,0.15,-29.6058,30.6,Medium,No,,Derrick Snyders,Western US
36377,US-2017-BD11500140-43065,2017-11-26,2017-11-30,Standard Class,BD-115001404,Bradley Drucker,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-ST-6157,Sterilite Officeware Hinged File Box,Storage,Office Supplies,10.48,1,0.0,2.8296,1.66,Medium,No,,Derrick Snyders,Western US
36234,CA-2014-BD11605140-41653,2014-01-14,2014-01-19,Standard Class,BD-116051404,Brian Dahlen,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-ST-6287,Tennsco 6- and 18-Compartment Lockers,Storage,Office Supplies,1325.85,5,0.0,238.653,187.65,High,No,,Derrick Snyders,Western US
36235,CA-2014-BD11605140-41653,2014-01-14,2014-01-19,Standard Class,BD-116051404,Brian Dahlen,Consumer,94109,San Francisco,California,United States,Western US,USCA,FUR-BO-5526,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Furniture,333.999,3,0.15,3.9294,40.44,High,No,,Derrick Snyders,Western US
41119,US-2014-BD11605140-41865,2014-08-14,2014-08-18,Standard Class,BD-116051404,Brian Dahlen,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-AP-6320,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Appliances,Office Supplies,152.91,3,0.0,42.8148,20.47,High,No,,Derrick Snyders,Western US
41123,US-2014-BD11605140-41865,2014-08-14,2014-08-18,Standard Class,BD-116051404,Brian Dahlen,Consumer,94122,San Francisco,California,United States,Western US,USCA,FUR-CH-5381,Novimex Fabric Task Chair,Chairs,Furniture,195.136,4,0.2,-12.196,16.65,High,No,,Derrick Snyders,Western US
41120,US-2014-BD11605140-41865,2014-08-14,2014-08-18,Standard Class,BD-116051404,Brian Dahlen,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-PA-6478,Xerox 1925,Paper,Office Supplies,92.94,3,0.0,41.823,9.38,High,No,,Derrick Snyders,Western US
41122,US-2014-BD11605140-41865,2014-08-14,2014-08-18,Standard Class,BD-116051404,Brian Dahlen,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-4344,GBC Durable Plastic Covers,Binders,Office Supplies,46.44,3,0.2,15.093,5.57,High,No,,Derrick Snyders,Western US
36236,CA-2014-BD11605140-41653,2014-01-14,2014-01-19,Standard Class,BD-116051404,Brian Dahlen,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-AR-2874,4009 Highlighters by Sanford,Art,Office Supplies,19.9,5,0.0,6.567,3.03,High,No,,Derrick Snyders,Western US
41121,US-2014-BD11605140-41865,2014-08-14,2014-08-18,Standard Class,BD-116051404,Brian Dahlen,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-3279,Avery Heavy-Duty EZD  Binder With Locking Rings,Binders,Office Supplies,17.856,4,0.2,6.2496,1.76,High,No,,Derrick Snyders,Western US
32364,CA-2016-BD11620140-42645,2016-10-02,2016-10-03,First Class,BD-116201404,Brian DeCherney,Consumer,94122,San Francisco,California,United States,Western US,USCA,FUR-CH-4427,"Global Value Mid-Back Manager's Chair, Gray",Chairs,Furniture,194.848,4,0.2,12.178,1.65,High,No,,Derrick Snyders,Western US
38033,CA-2016-BT11680140-42471,2016-04-11,2016-04-18,Standard Class,BT-116801404,Brian Thompson,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-ST-4287,Fellowes Staxonsteel Drawer Files,Storage,Office Supplies,579.51,3,0.0,81.1314,38.67,Medium,No,,Derrick Snyders,Western US
38034,CA-2016-BT11680140-42471,2016-04-11,2016-04-18,Standard Class,BT-116801404,Brian Thompson,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-ST-5704,Rogers Profile Extra Capacity Storage Tub,Storage,Office Supplies,150.66,9,0.0,6.0264,12.16,Medium,No,,Derrick Snyders,Western US
38032,CA-2016-BT11680140-42471,2016-04-11,2016-04-18,Standard Class,BT-116801404,Brian Thompson,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-AP-2872,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Appliances,Office Supplies,113.76,3,0.0,44.3664,10.27,Medium,No,,Derrick Snyders,Western US
38035,CA-2016-BT11680140-42471,2016-04-11,2016-04-18,Standard Class,BT-116801404,Brian Thompson,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-4357,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders,Office Supplies,48.032,4,0.2,15.6104,1.52,Medium,No,,Derrick Snyders,Western US
35929,CA-2017-BD11725140-42951,2017-08-04,2017-08-09,Second Class,BD-117251404,Bruce Degenhardt,Consumer,94122,San Francisco,California,United States,Western US,USCA,FUR-FU-3939,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furnishings,Furniture,123.96,3,0.0,11.1564,12.82,Medium,No,,Derrick Snyders,Western US
35928,CA-2017-BD11725140-42951,2017-08-04,2017-08-09,Second Class,BD-117251404,Bruce Degenhardt,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-LA-3191,Avery 473,Labels,Office Supplies,51.75,5,0.0,24.84,1.41,Medium,No,,Derrick Snyders,Western US
34669,CA-2017-BS11755140-43002,2017-09-24,2017-10-01,Standard Class,BS-117551404,Bruce Stewart,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-AP-3126,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,Office Supplies,160.96,2,0.0,48.288,9.44,Medium,No,,Derrick Snyders,Western US
34668,CA-2017-BS11755140-43002,2017-09-24,2017-10-01,Standard Class,BS-117551404,Bruce Stewart,Consumer,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-2929,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Binders,Office Supplies,25.824,6,0.2,9.0384,1.59,Medium,No,,Derrick Snyders,Western US
37985,CA-2017-CM11815140-42805,2017-03-11,2017-03-16,Second Class,CM-118151404,Candace McMahon,Corporate,94109,San Francisco,California,United States,Western US,USCA,TEC-AC-5187,Maxell LTO Ultrium - 800 GB,Accessories,Technology,111.96,4,0.0,21.2724,18.04,High,No,,Derrick Snyders,Western US
34767,US-2016-CL11890140-42706,2016-12-02,2016-12-06,Standard Class,CL-118901404,Carl Ludwig,Consumer,94122,San Francisco,California,United States,Western US,USCA,FUR-FU-6354,Westinghouse Clip-On Gooseneck Lamps,Furnishings,Furniture,16.74,2,0.0,4.3524,2.44,Medium,No,,Derrick Snyders,Western US
39116,CA-2017-CJ12010140-42762,2017-01-27,2017-01-31,Standard Class,CJ-120101404,Caroline Jumper,Consumer,94109,San Francisco,California,United States,Western US,USCA,OFF-FA-3472,Binder Clips by OIC,Fasteners,Office Supplies,11.84,8,0.0,5.6832,2.0,Medium,No,,Derrick Snyders,Western US
36567,CA-2017-CB12025140-42990,2017-09-12,2017-09-12,Same Day,CB-120251404,Cassandra Brandow,Consumer,94110,San Francisco,California,United States,Western US,USCA,OFF-AP-4928,Kensington 4 Outlet MasterPiece Compact Power Control Center,Appliances,Office Supplies,406.6,5,0.0,113.848,106.72,High,No,,Derrick Snyders,Western US
36566,CA-2017-CB12025140-42990,2017-09-12,2017-09-12,Same Day,CB-120251404,Cassandra Brandow,Consumer,94110,San Francisco,California,United States,Western US,USCA,FUR-FU-2876,"6"" Cubicle Wall Clock, Black",Furnishings,Furniture,32.36,4,0.0,11.6496,2.42,High,No,,Derrick Snyders,Western US
38503,CA-2017-CM12115140-43011,2017-10-03,2017-10-07,Standard Class,CM-121151404,Chad McGuire,Consumer,94109,San Francisco,California,United States,Western US,USCA,TEC-MA-5681,Ricoh - Ink Collector Unit for GX3000 Series Printers,Machines,Technology,369.16,11,0.2,32.3015,21.57,Medium,No,,Derrick Snyders,Western US
38502,CA-2017-CM12115140-43011,2017-10-03,2017-10-07,Standard Class,CM-121151404,Chad McGuire,Consumer,94109,San Francisco,California,United States,Western US,USCA,FUR-FU-3911,Dax Clear Box Frame,Furnishings,Furniture,17.46,2,0.0,5.9364,1.31,Medium,No,,Derrick Snyders,Western US
35067,CA-2016-CM12160140-42722,2016-12-18,2016-12-22,Standard Class,CM-121601404,Charles McCrossin,Consumer,94122,San Francisco,California,United States,Western US,USCA,FUR-TA-3559,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Tables,Furniture,2003.52,6,0.2,-325.572,134.32,Medium,No,,Derrick Snyders,Western US
37119,CA-2017-CS12175140-42868,2017-05-13,2017-05-19,Standard Class,CS-121751404,Charles Sheldon,Corporate,94122,San Francisco,California,United States,Western US,USCA,FUR-TA-5066,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,Furniture,285.48,5,0.2,-10.7055,20.58,Medium,No,,Derrick Snyders,Western US
37117,CA-2017-CS12175140-42868,2017-05-13,2017-05-19,Standard Class,CS-121751404,Charles Sheldon,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-SU-3839,Compact Automatic Electric Letter Opener,Supplies,Office Supplies,238.62,2,0.0,4.7724,6.9,Medium,No,,Derrick Snyders,Western US
37120,CA-2017-CS12175140-42868,2017-05-13,2017-05-19,Standard Class,CS-121751404,Charles Sheldon,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-3984,"DXL Angle-View Binders with Locking Rings, Black",Binders,Office Supplies,19.168,4,0.2,6.4692,1.75,Medium,No,,Derrick Snyders,Western US
37118,CA-2017-CS12175140-42868,2017-05-13,2017-05-19,Standard Class,CS-121751404,Charles Sheldon,Corporate,94122,San Francisco,California,United States,Western US,USCA,OFF-AP-4728,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,Office Supplies,7.77,1,0.0,2.0979,1.36,Medium,No,,Derrick Snyders,Western US
40606,CA-2014-CA12265140-41722,2014-03-24,2014-03-29,Standard Class,CA-122651404,Christina Anderson,Consumer,94110,San Francisco,California,United States,Western US,USCA,OFF-AR-3444,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Art,Office Supplies,25.44,6,0.0,9.9216,2.03,Medium,No,,Derrick Snyders,Western US
40605,CA-2014-CA12265140-41722,2014-03-24,2014-03-29,Standard Class,CA-122651404,Christina Anderson,Consumer,94110,San Francisco,California,United States,Western US,USCA,TEC-AC-4879,Imation Swivel Flash Drive USB flash drive - 8 GB,Accessories,Technology,45.48,4,0.0,15.918,1.95,Medium,No,,Derrick Snyders,Western US
40603,CA-2014-CA12265140-41722,2014-03-24,2014-03-29,Standard Class,CA-122651404,Christina Anderson,Consumer,94110,San Francisco,California,United States,Western US,USCA,OFF-AR-5330,Newell 35,Art,Office Supplies,6.56,2,0.0,1.9024,1.46,Medium,No,,Derrick Snyders,Western US
40604,CA-2014-CA12265140-41722,2014-03-24,2014-03-29,Standard Class,CA-122651404,Christina Anderson,Consumer,94110,San Francisco,California,United States,Western US,USCA,OFF-AR-4010,"Eberhard Faber 3 1/2"" Golf Pencils",Art,Office Supplies,14.88,2,0.0,3.72,1.35,Medium,No,,Derrick Snyders,Western US
40787,CA-2017-CM12385140-42739,2017-01-04,2017-01-08,Standard Class,CM-123851404,Christopher Martinez,Consumer,94110,San Francisco,California,United States,Western US,USCA,OFF-BI-4359,GBC ProClick 150 Presentation Binding System,Binders,Office Supplies,2022.272,8,0.2,682.5168,215.83,Medium,No,,Derrick Snyders,Western US
40788,CA-2017-CM12385140-42739,2017-01-04,2017-01-08,Standard Class,CM-123851404,Christopher Martinez,Consumer,94110,San Francisco,California,United States,Western US,USCA,OFF-AR-5166,Manco Dry-Lighter Erasable Highlighter,Art,Office Supplies,9.12,3,0.0,3.1008,1.59,Medium,No,,Derrick Snyders,Western US
39992,CA-2017-CS12400140-42994,2017-09-16,2017-09-18,Second Class,CS-124001404,Christopher Schild,Home Office,94109,San Francisco,California,United States,Western US,USCA,FUR-TA-3562,Bretford Rectangular Conference Table Tops,Tables,Furniture,300.904,1,0.2,11.2839,10.93,Medium,No,,Derrick Snyders,Western US
32588,CA-2016-CC12430140-42685,2016-11-11,2016-11-13,First Class,CC-124301404,Chuck Clark,Home Office,94122,San Francisco,California,United States,Western US,USCA,OFF-PA-6555,Xerox 1996,Paper,Office Supplies,32.4,5,0.0,15.552,2.4,High,No,,Derrick Snyders,Western US
36066,US-2016-CC12430140-42633,2016-09-20,2016-09-25,Second Class,CC-124301404,Chuck Clark,Home Office,94109,San Francisco,California,United States,Western US,USCA,OFF-BI-3729,Cardinal Holdit Business Card Pockets,Binders,Office Supplies,11.952,3,0.2,4.1832,1.93,Medium,No,,Derrick Snyders,Western US
32587,CA-2016-CC12430140-42685,2016-11-11,2016-11-13,First Class,CC-124301404,Chuck Clark,Home Office,94122,San Francisco,California,United States,Western US,USCA,OFF-BI-2937,"ACCOHIDE 3-Ring Binder, Blue, 1""",Binders,Office Supplies,13.216,4,0.2,4.4604,1.44,High,No,,Derrick Snyders,Western US
